"rules","support","confidence","lift"
"{COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA} => {COLESTEROL TOTAL}",0.135608441850022,0.92638036809816,1.63345136956025
"{HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA,COLESTEROL TOTAL,CREATININA - serica o urinaria } => {GLUCEMIA (C/U) |(antes)| GLUCEMIA}",0.114054782218231,0.910394265232975,1.34179220957898
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA,CREATININA - serica o urinaria } => {COLESTEROL TOTAL}",0.114054782218231,0.875862068965517,1.54437436863516
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA,COLESTEROL TOTAL} => {CREATININA - serica o urinaria }",0.114054782218231,0.885017421602788,1.41590071688894
"{HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA,COLESTEROL TOTAL} => {GLUCEMIA (C/U) |(antes)| GLUCEMIA}",0.128872923215088,0.908227848101266,1.3385992175523
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA} => {COLESTEROL TOTAL}",0.128872923215088,0.841642228739003,1.48403582217083
"{HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA,CREATININA - serica o urinaria } => {COLESTEROL TOTAL}",0.125280646609789,0.869158878504673,1.5325548871179
"{HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA,COLESTEROL TOTAL} => {CREATININA - serica o urinaria }",0.125280646609789,0.882911392405063,1.41253137276299
"{HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA,CREATININA - serica o urinaria } => {GLUCEMIA (C/U) |(antes)| GLUCEMIA}",0.130220026942075,0.903426791277259,1.33152313975808
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA} => {CREATININA - serica o urinaria }",0.130220026942075,0.850439882697947,1.3605816226784
"{HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA} => {GLUCEMIA (C/U) |(antes)| GLUCEMIA}",0.153120790300853,0.881136950904393,1.29867107191534
"{HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA} => {CREATININA - serica o urinaria }",0.144140098787607,0.829457364341085,1.32701260803707
"{HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA} => {COLESTEROL TOTAL}",0.141894925909295,0.816537467700258,1.43976954914369
"{HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA} => {COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL}",0.146385271665918,0.842377260981912,1.52642323857341
"{HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA} => {LDL COLESTEROL (LDL-C) }",0.142343960484957,0.819121447028424,1.55913116455752
"{COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,COLESTEROL TOTAL,CREATININA - serica o urinaria ,LDL COLESTEROL (LDL-C) } => {GLUCEMIA (C/U) |(antes)| GLUCEMIA}",0.380781320161652,0.919739696312364,1.35556605141472
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,COLESTEROL TOTAL,CREATININA - serica o urinaria ,LDL COLESTEROL (LDL-C) } => {COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL}",0.380781320161652,0.984901277584204,1.78468278696503
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,CREATININA - serica o urinaria ,LDL COLESTEROL (LDL-C) } => {COLESTEROL TOTAL}",0.380781320161652,0.931868131868132,1.64312773528926
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,COLESTEROL TOTAL,LDL COLESTEROL (LDL-C) } => {CREATININA - serica o urinaria }",0.380781320161652,0.873326467559217,1.39719687015401
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,COLESTEROL TOTAL,CREATININA - serica o urinaria } => {LDL COLESTEROL (LDL-C) }",0.380781320161652,0.927789934354486,1.76597280667303
"{COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,COLESTEROL TOTAL,LDL COLESTEROL (LDL-C) } => {GLUCEMIA (C/U) |(antes)| GLUCEMIA}",0.436012572968119,0.903255813953488,1.33127114339803
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,COLESTEROL TOTAL,LDL COLESTEROL (LDL-C) } => {COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL}",0.436012572968119,0.984787018255578,1.78447574422715
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,LDL COLESTEROL (LDL-C) } => {COLESTEROL TOTAL}",0.436012572968119,0.933653846153846,1.64627641756502
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,COLESTEROL TOTAL} => {LDL COLESTEROL (LDL-C) }",0.436012572968119,0.931861804222649,1.77372328034516
"{COLESTEROL TOTAL,CREATININA - serica o urinaria ,LDL COLESTEROL (LDL-C) } => {COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL}",0.414009878760665,0.986096256684492,1.7868481396553
"{COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,CREATININA - serica o urinaria ,LDL COLESTEROL (LDL-C) } => {COLESTEROL TOTAL}",0.414009878760665,0.931313131313131,1.64214912385934
"{COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,COLESTEROL TOTAL,LDL COLESTEROL (LDL-C) } => {CREATININA - serica o urinaria }",0.414009878760665,0.857674418604651,1.37215584068431
"{COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,COLESTEROL TOTAL,CREATININA - serica o urinaria } => {LDL COLESTEROL (LDL-C) }",0.414009878760665,0.931313131313131,1.77267892601226
"{COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,CREATININA - serica o urinaria ,LDL COLESTEROL (LDL-C) } => {GLUCEMIA (C/U) |(antes)| GLUCEMIA}",0.408621463852717,0.919191919191919,1.35475870551979
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,CREATININA - serica o urinaria ,LDL COLESTEROL (LDL-C) } => {COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL}",0.408621463852717,0.983783783783784,1.78265784091659
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,LDL COLESTEROL (LDL-C) } => {CREATININA - serica o urinaria }",0.408621463852717,0.875,1.3998742816092
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,CREATININA - serica o urinaria } => {LDL COLESTEROL (LDL-C) }",0.408621463852717,0.930470347648262,1.77107475573733
"{COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,LDL COLESTEROL (LDL-C) } => {GLUCEMIA (C/U) |(antes)| GLUCEMIA}",0.466995958688819,0.901994796183868,1.32941258180111
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,LDL COLESTEROL (LDL-C) } => {COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL}",0.466995958688819,0.983916745506149,1.78289877318323
